[25/04/24, 6:52:55 PM] O2: Shsus
void Create() {
    int n, ch;
    struct node *new1, *temp;

    printf("Enter the first element: ");
    scanf("%d", &n);

    // Create the first node
    start = (struct node*)malloc(sizeof(struct node));
    start->data = n;
    start->next = start;  // Point to itself to form a circle
    temp = start;

    printf("Do you want to continue? (y/n): ");
    getchar(); // To consume the newline left by scanf
    ch = getchar();  // Read the next character input

    // Loop to add more nodes
    while (ch == 'y' || ch == 'Y') {
        printf("Enter the next element: ");
        scanf("%d", &n);

        new1 = (struct node*)malloc(sizeof(struct node));
        new1->data = n;
        new1->next = start;  // Point to head to maintain circularity
        temp->next = new1;   // Update the last node's next
        temp = temp->next;   // Move temp to the new node

        printf("Do you want to continue? (y/n): ");
        getchar(); // To consume the newline left by scanf
        ch = getchar(); // Read the next character input
    }
}

void Display() {
    struct node* temp;
    
    if (start == NULL) {
        printf("List is empty.\n");
        return;
    }
    
    temp = start;
    do {
        printf("%d -> ", temp->data);
        temp = temp->next;
    } while (temp != start);
    printf("(back to start)\n");
}

int main() {
    Create();
    Display();
    return 0;
}
‎[08/12/24, 9:44:38 PM] O2: ‎image omitted
‎[08/12/24, 10:49:18 PM] O2: ‎image omitted
‎[09/12/24, 1:11:03 AM] Aman: ‎image omitted
‎[09/12/24, 1:11:03 AM] Aman: ‎image omitted
‎[09/12/24, 1:11:04 AM] Aman: ‎image omitted
‎[09/12/24, 1:11:04 AM] Aman: ‎image omitted
‎[09/12/24, 1:11:05 AM] Aman: ‎image omitted
‎[09/12/24, 1:25:23 AM] Aman: DS Unit V Tree.pdf • ‎14 pages ‎document omitted
‎[09/12/24, 1:40:13 AM] Aman: ‎image omitted
‎[09/12/24, 1:58:02 AM] Aman: ‎image omitted
‎[09/12/24, 1:58:02 AM] Aman: ‎image omitted
[09/12/24, 11:01:18 PM] O2: https://www.terabox.app/sharing/link?surl=Xp1vMVS7KyzcQVLUQVOjQA
[09/12/24, 11:04:23 PM] O2: https://1024terabox.com/s/14UDPd1hxNMF71dphMS8Kkg
[10/12/24, 3:59:12 PM] O2: Switch off ho gya tha
[10/12/24, 9:58:27 PM] O2: https://www.terabox.app/sharing/link?surl=6wkhTcx6T6tUHMEOYtIDcQ
[12/12/24, 9:58:12 PM] Aman: hello
[12/12/24, 10:01:48 PM] Aman: suo
[12/12/24, 10:01:51 PM] Aman: suno
[12/12/24, 10:02:09 PM] O2: g sunaiye
[12/12/24, 10:02:20 PM] Aman: mai keh rha tha ki
[12/12/24, 10:02:23 PM] O2: g
[12/12/24, 10:02:32 PM] Aman: ab se kuch dino
[12/12/24, 10:02:38 PM] O2: tak...
[12/12/24, 10:02:45 PM] Aman: hamari
[12/12/24, 10:02:55 PM] O2: 😧
[12/12/24, 10:02:59 PM] O2: 🥺
[12/12/24, 10:03:01 PM] Aman: video call me baat nhi ho payegi
[12/12/24, 10:03:06 PM] O2: 😫😫
[12/12/24, 10:03:16 PM] O2: kyuuuuuuu
[12/12/24, 10:03:33 PM] Aman: 🥹
[12/12/24, 10:03:48 PM] O2: kya😑
[12/12/24, 10:03:54 PM] Aman: earbuds chale gye h
[12/12/24, 10:04:43 PM] O2: so what hnn
[12/12/24, 10:04:49 PM] O2: kuchh bhi
[12/12/24, 10:04:58 PM] O2: chle gye to kya baat nhi hogi
[12/12/24, 10:05:06 PM] O2: 😑😑
[12/12/24, 10:05:16 PM] Aman: so kaise hogi tum hi batao
[12/12/24, 10:05:19 PM] Aman: ?
[12/12/24, 10:05:26 PM] Aman: awaz nhi jayegi?
[12/12/24, 10:05:28 PM] O2: thodi der audio call
[12/12/24, 10:05:33 PM] O2: thodi der muted vc
[12/12/24, 10:42:48 PM] O2: https://youtube.com/shorts/zk9IhC22Pwo?si=FpcWArORiCCLAgOl
[12/12/24, 10:48:07 PM] O2: https://youtu.be/Aoia0t0z0yE?si=9T0T9926H__1MayK
‎[12/12/24, 11:32:52 PM] Aman: SE syllabus.pdf • ‎67 pages ‎document omitted
‎[13/12/24, 1:44:30 AM] O2: ‎image omitted
[13/12/24, 11:51:16 AM] O2: https://www.youtube.com/watch?v=mohc0Y9K41Q&ab_channel=POWERELECTRONICSByProf.JBJawale
[13/12/24, 12:13:29 PM] O2: tum lunch kar k aa jao
[13/12/24, 12:13:38 PM] O2: abhi network   kafi poor h
[13/12/24, 12:13:58 PM] Aman: Yeh kya tareeka tha!😑
[13/12/24, 12:14:06 PM] Aman: 12:30 Tak jaunga mai
‎[14/12/24, 1:03:35 AM] O2: ‎image omitted
‎[14/12/24, 1:10:36 AM] O2: ‎image omitted
‎[14/12/24, 9:07:30 AM] O2: ‎image omitted
[14/12/24, 2:59:53 PM] Aman: ❤️
‎[14/12/24, 3:00:26 PM] O2: ‎image omitted
‎[14/12/24, 3:00:37 PM] O2: ‎image omitted
[14/12/24, 9:30:18 PM] Aman: 5 min me karte h phir
[14/12/24, 9:30:43 PM] O2: ok
[14/12/24, 11:46:51 PM] O2: wein bridge oscillatorkis unit ka h
[15/12/24, 1:17:26 AM] O2: Kaha gye
[15/12/24, 10:35:58 AM] Aman: Bus 2 min
[15/12/24, 10:36:43 AM] O2: 🙏🏻
[15/12/24, 10:48:47 AM] Aman: ‎Video call, ‎No answer
[15/12/24, 10:52:55 AM] Aman: ‎Video call, ‎26 min
[15/12/24, 11:20:22 AM] O2: ‎Video call, ‎1 hr
[15/12/24, 1:49:20 PM] O2: ‎Missed video call, ‎Click to call back
[15/12/24, 2:25:36 PM] Aman: ‎Video call, ‎2 hr
[15/12/24, 4:29:19 PM] Aman: ‎Video call, ‎46 min
[15/12/24, 4:41:24 PM] Aman: https://youtube.com/playlist?list=PL2Q_0aXptwl1foD9eKFGXo3iQfOriDmp5&si=qHwUisSG9Vz4PxE7
[16/12/24, 12:29:56 AM] Aman: ‎Video call, ‎No answer
[16/12/24, 12:31:00 AM] O2: 1 min bs
[16/12/24, 12:34:07 AM] O2: ‎Video call, ‎18 min
[16/12/24, 1:03:36 AM] Aman: ‎Video call, ‎Ended
[16/12/24, 1:13:24 AM] Aman: ‎Call failed, ‎Try again
[16/12/24, 1:13:50 AM] O2: ‎Missed video call, ‎Click to call back
[16/12/24, 1:14:21 AM] Aman: ‎Video call, ‎20 sec
[16/12/24, 1:14:54 AM] Aman: ‎Video call, ‎1 hr
[16/12/24, 2:21:33 AM] O2: ‎Video call, ‎Answered on other device
[16/12/24, 9:35:23 AM] Aman: ‎Voice call, ‎1 min
[16/12/24, 9:46:27 PM] Aman: https://youtu.be/tZFQ787VERE?si=wIJywRRvxJwevj8M
[17/12/24, 1:17:09 AM] Aman: ‎Video call, ‎20 sec
[17/12/24, 1:17:59 AM] Aman: ‎Video call, ‎No answer
[17/12/24, 1:18:00 AM] O2: ‎Video call, ‎46 min
[17/12/24, 1:33:00 AM] Aman: https://be-iitkgp.vlabs.ac.in/exp/operational-amplifier/simulation/rcintegrator_opamp.html
[17/12/24, 1:33:21 AM] Aman: https://aec-iitkgp.vlabs.ac.in/exp/schmitt-trigger/simulation.html
‎[17/12/24, 7:20:52 AM] Aman: ‎image omitted
‎[17/12/24, 7:21:52 AM] Aman: ‎image omitted
‎[17/12/24, 7:22:30 AM] Aman: ‎image omitted
‎[17/12/24, 7:23:52 AM] Aman: ‎image omitted
[17/12/24, 7:23:52 AM] Aman: Cs
‎[17/12/24, 7:25:19 AM] Aman: ‎image omitted
‎[17/12/24, 7:25:20 AM] Aman: ‎image omitted
[17/12/24, 7:25:24 AM] Aman: Wein bridge
[17/12/24, 7:25:36 AM] Aman: Three opamp instrumentation
[17/12/24, 7:30:17 AM] Aman: Yeh chota vala dabba multimeter hota h
[17/12/24, 7:30:43 AM] O2: Thik h
[17/12/24, 7:31:51 AM] O2: Opamp parameters vle experiment me cmrr aur slew rate measure krne k liye alag alag bnana pdega?
[17/12/24, 7:32:29 AM] Aman: Hmm
[17/12/24, 8:00:13 AM] O2: ‎This message was deleted.
[18/12/24, 12:23:12 AM] O2: ‎Video call, ‎23 min
[18/12/24, 12:49:55 AM] O2: ‎Video call, ‎21 min
[18/12/24, 1:10:41 AM] O2: ?
[18/12/24, 1:10:45 AM] O2: ‎Missed video call, ‎Click to call back
[18/12/24, 1:24:06 AM] Aman: ‎Video call, ‎32 min
[18/12/24, 2:15:17 AM] Aman: ‎Video call, ‎No answer
[18/12/24, 2:24:09 AM] O2: ‎Video call, ‎60 min
[18/12/24, 3:25:05 AM] O2: ‎Video call, ‎8 min
[18/12/24, 3:40:24 AM] Aman: https://youtu.be/Ihy2qlNhExg?si=qYI1JLiV097dlc-a
[18/12/24, 3:48:04 AM] Aman: https://youtu.be/-7GjEme2vnc?si=4eatTgzUrFdjvgpx
[18/12/24, 3:48:09 AM] Aman: mod 6 and 9
‎[18/12/24, 3:49:37 AM] Aman: ‎image omitted
[18/12/24, 8:11:39 AM] Aman: https://youtu.be/vIxihMsMOjQ?si=PX2wrUjDDWyyE8f0
[18/12/24, 9:02:38 AM] Aman: ‎Voice call, ‎1 min
[18/12/24, 8:00:43 PM] O2: ‎Missed voice call, ‎Click to call back
[18/12/24, 10:19:50 PM] O2: ‎Missed video call, ‎Click to call back
[18/12/24, 11:34:36 PM] Aman: ‎Video call, ‎No answer
[18/12/24, 11:37:17 PM] Aman: hello
[18/12/24, 11:50:56 PM] O2: hm
[18/12/24, 11:52:19 PM] Aman: ‎Video call, ‎28 sec
[18/12/24, 11:53:18 PM] O2: ‎Video call, ‎32 sec
[18/12/24, 11:54:37 PM] O2: ‎Video call, ‎2 min
[18/12/24, 11:57:06 PM] O2: ‎Video call, ‎Ended
[18/12/24, 11:57:11 PM] O2: ‎Missed voice call, ‎Click to call back
[18/12/24, 11:57:26 PM] Aman: ‎Video call, ‎14 sec
[18/12/24, 11:57:50 PM] Aman: ‎Voice call, ‎No answer
[18/12/24, 11:57:50 PM] O2: ‎Voice call, ‎Ended
[18/12/24, 11:58:10 PM] Aman: ‎Voice call, ‎No answer
[18/12/24, 11:59:19 PM] Aman: ‎Voice call, ‎No answer
[18/12/24, 11:59:44 PM] Aman: utha hi nhi rhi tum
[18/12/24, 11:59:44 PM] O2: ‎Video call, ‎41 min
[19/12/24, 12:41:25 AM] O2: ‎Video call, ‎29 min
[19/12/24, 1:10:26 AM] Aman: ‎Video call, ‎No answer
[19/12/24, 9:14:45 AM] O2: ‎Voice call, ‎Answered on other device
[19/12/24, 11:47:03 AM] Aman: ‎Video call, ‎No answer
[19/12/24, 11:47:55 AM] Aman: ‎Video call, ‎No answer
[19/12/24, 12:13:45 PM] O2: ‎Missed voice call, ‎Click to call back
[19/12/24, 12:13:51 PM] O2: ‎Missed video call, ‎Click to call back
[19/12/24, 12:16:21 PM] Aman: ‎Video call, ‎22 min
[20/12/24, 12:25:49 AM] Aman: ‎Video call, ‎No answer
[20/12/24, 12:26:45 AM] Aman: ‎Video call, ‎No answer
[20/12/24, 12:34:06 AM] Aman: ‎Video call, ‎16 min
[20/12/24, 12:50:58 AM] O2: ‎Video call, ‎1 hr
‎[20/12/24, 1:43:34 AM] O2: ‎image omitted
‎[20/12/24, 2:07:04 AM] Aman: ‎image omitted
[20/12/24, 2:04:21 PM] Aman: ‎Video call, ‎No answer
[20/12/24, 10:59:33 PM] O2: ‎Video call, ‎2 hr
[21/12/24, 1:02:05 AM] Aman: Truth or dare
[21/12/24, 1:02:32 AM] Aman: Pending question: How much you are open to me
[21/12/24, 1:02:58 AM] Aman: Shy : not one bit 
Kyu hi hogi ‎<This message was edited>
[21/12/24, 1:03:07 AM] Aman: Cheese share karna: yet to know
[21/12/24, 1:32:59 AM] Aman: ‎Video call, ‎No answer
[21/12/24, 1:34:03 AM] Aman: ‎Video call, ‎1 min
[21/12/24, 1:34:26 AM] Aman: hello
[21/12/24, 1:34:39 AM] O2: ‎Missed video call, ‎Click to call back
[21/12/24, 1:35:56 AM] O2: ‎Missed video call, ‎Click to call back
[21/12/24, 1:36:01 AM] Aman: ‎Video call, ‎44 sec
[21/12/24, 1:36:33 AM] O2: ‎Missed video call, ‎Click to call back
[21/12/24, 1:36:54 AM] Aman: ‎Video call, ‎22 min
[21/12/24, 3:05:21 PM] O2: ‎Missed video call, ‎Click to call back
[21/12/24, 3:05:47 PM] Aman: ‎Video call, ‎22 min
[21/12/24, 3:28:22 PM] O2: ‎Video call, ‎41 min
[21/12/24, 4:13:44 PM] O2: ‎Voice call, ‎24 sec
[21/12/24, 4:14:29 PM] O2: ‎Video call, ‎5 min
[21/12/24, 4:19:57 PM] Aman: ‎Video call, ‎2 hr
[21/12/24, 5:57:57 PM] Aman: ‎Video call, ‎No answer
[21/12/24, 5:58:07 PM] Aman: ‎Video call, ‎2 min
[21/12/24, 6:00:48 PM] Aman: ‎Video call, ‎No answer
[21/12/24, 6:01:10 PM] Aman: sorry
[21/12/24, 6:01:35 PM] Aman: 🥺
[21/12/24, 6:01:43 PM] Aman: 🥺🥺
[21/12/24, 6:01:54 PM] Aman: ‎Video call, ‎21 min
[21/12/24, 6:02:25 PM] Aman: kya hua babu?🥺
[21/12/24, 6:23:05 PM] O2: ‎Video call, ‎8 min
[21/12/24, 9:49:12 PM] O2: ‎Video call, ‎57 sec
[21/12/24, 10:40:23 PM] O2: ‎Video call, ‎10 min
[21/12/24, 10:54:55 PM] Aman: ‎Video call, ‎47 min
[21/12/24, 11:42:33 PM] O2: ‎Video call, ‎1 hr
‎[22/12/24, 12:15:39 AM] O2: ‎image omitted
[22/12/24, 1:12:34 AM] O2: ‎Video call, ‎1 hr
‎[22/12/24, 2:16:05 AM] O2: ‎image omitted
‎[22/12/24, 2:23:04 AM] O2: ‎image omitted
[22/12/24, 9:49:51 PM] O2: ‎Missed video call, ‎Click to call back
[22/12/24, 9:59:34 PM] Aman: ‎Video call, ‎42 min
[22/12/24, 11:46:54 PM] Aman: ‎Video call, ‎6 min
[22/12/24, 11:53:49 PM] O2: ‎Video call, ‎3 hr
‎[23/12/24, 12:20:12 AM] Aman: ‎image omitted
[23/12/24, 3:15:08 AM] Aman: ‎Video call, ‎1 min
[23/12/24, 11:16:43 AM] Aman: ‎Video call, ‎No answer
[23/12/24, 10:41:28 AM] O2: ‎Missed video call, ‎Click to call back
[23/12/24, 11:18:30 AM] Aman: ‎Video call, ‎45 min
[23/12/24, 2:04:55 PM] Aman: ‎Video call, ‎No answer
[23/12/24, 10:11:24 PM] O2: ‎Missed video call, ‎Click to call back
[23/12/24, 10:30:54 PM] Aman: ‎Video call, ‎1 hr
[23/12/24, 11:35:55 PM] Aman: ‎Video call, ‎3 hr
[24/12/24, 9:40:09 PM] Aman: ‎Video call, ‎5 min
[24/12/24, 9:53:55 PM] O2: Laxmi aa gyi
[24/12/24, 9:53:59 PM] O2: thoda time lgega
[24/12/24, 9:54:12 PM] Aman: Ok
[24/12/24, 10:42:59 PM] O2: ‎Video call, ‎40 min
‎[24/12/24, 11:22:32 PM] Aman: ‎image omitted
[25/12/24, 12:25:39 AM] O2: ‎Video call, ‎11 min
[25/12/24, 12:37:28 AM] O2: ‎Video call, ‎7 min
[25/12/24, 12:45:06 AM] O2: ‎Video call, ‎3 min
[25/12/24, 12:48:56 AM] Aman: ‎Video call, ‎No answer
[25/12/24, 12:48:32 AM] O2: ‎Missed video call, ‎Click to call back
[25/12/24, 12:49:10 AM] O2: ‎Video call, ‎29 min
[25/12/24, 1:18:50 AM] O2: ‎Missed video call, ‎Click to call back
[25/12/24, 1:19:41 AM] O2: ‎Video call, ‎47 min
[25/12/24, 11:48:21 PM] Aman: ‎Video call, ‎No answer
[25/12/24, 11:49:05 PM] O2: ‎Video call, ‎Ended
[25/12/24, 11:49:24 PM] Aman: ‎Video call, ‎15 sec
[25/12/24, 11:49:59 PM] O2: ‎Video call, ‎38 sec
[25/12/24, 11:54:21 PM] O2: ‎Video call, ‎10 min
[25/12/24, 11:59:50 PM] O2: ‎Missed video call, ‎Click to call back
[26/12/24, 12:05:50 AM] Aman: ‎Video call, ‎10 min
[26/12/24, 12:16:13 AM] Aman: ‎Video call, ‎No answer
[26/12/24, 12:15:58 AM] O2: ‎Missed video call, ‎Click to call back
[26/12/24, 12:16:33 AM] Aman: ‎Video call, ‎2 min
[26/12/24, 12:19:10 AM] O2: ‎Video call, ‎3 min
[26/12/24, 12:22:13 AM] Aman: ‎Video call, ‎1 hr
[26/12/24, 10:27:56 PM] Aman: ‎Video call, ‎2 hr
[27/12/24, 12:05:15 AM] Aman: ?
[27/12/24, 12:08:30 AM] Aman: ‎Video call, ‎2 hr
[27/12/24, 9:18:34 AM] Aman: ‎Video call, ‎No answer
[27/12/24, 9:19:45 AM] Aman: ‎Video call, ‎5 min
[27/12/24, 9:25:13 AM] O2: ‎Video call, ‎38 min
[27/12/24, 10:06:14 AM] O2: ‎Video call, ‎53 min
[27/12/24, 1:48:21 PM] Aman: ‎Video call, ‎48 min
[27/12/24, 9:42:49 PM] Aman: ‎Video call, ‎1 min
[27/12/24, 9:44:52 PM] O2: ‎Video call, ‎17 min
[27/12/24, 10:21:13 PM] O2: ‎Video call, ‎Answered on other device
[27/12/24, 10:23:21 PM] Aman: ‎Video call, ‎12 min
[27/12/24, 10:56:25 PM] Aman: ‎Voice call, ‎No answer
[27/12/24, 10:56:39 PM] O2: ‎Voice call, ‎28 min
[27/12/24, 11:25:03 PM] O2: ‎Missed voice call, ‎Click to call back
[27/12/24, 11:25:21 PM] Aman: ‎Video call, ‎No answer
[27/12/24, 11:25:23 PM] O2: ‎Video call, ‎1 hr
[28/12/24, 12:33:16 AM] Aman: ‎Video call, ‎No answer
[28/12/24, 12:33:15 AM] O2: ‎Video call, ‎41 min
[28/12/24, 1:14:49 AM] Aman: ‎Video call, ‎6 min
[28/12/24, 9:17:54 AM] Aman: ‎Video call, ‎1 sec
[28/12/24, 8:48:34 PM] Aman: ‎Video call, ‎45 min
[28/12/24, 9:35:58 PM] O2: ‎Video call, ‎25 min
[28/12/24, 11:04:18 PM] Aman: ‎Video call, ‎No answer
[28/12/24, 11:05:54 PM] Aman: ‎Video call, ‎2 min
[28/12/24, 11:08:28 PM] Aman: ‎Video call, ‎7 min
[28/12/24, 11:15:30 PM] Aman: ‎Video call, ‎20 sec
[28/12/24, 11:16:14 PM] Aman: ‎Video call, ‎5 min
[28/12/24, 11:21:18 PM] Aman: ‎Video call, ‎55 sec
[28/12/24, 11:22:30 PM] O2: ‎Video call, ‎Ended
[28/12/24, 11:22:59 PM] O2: ‎Video call, ‎Ended
[29/12/24, 12:15:10 AM] O2: ‎Video call, ‎3 hr
‎[29/12/24, 1:53:14 AM] Aman: ‎image omitted
‎[29/12/24, 1:55:17 AM] Aman: ‎image omitted
‎[29/12/24, 1:55:58 AM] Aman: ‎image omitted
‎[29/12/24, 1:58:52 AM] Aman: ‎image omitted
‎[29/12/24, 2:03:01 AM] Aman: ‎image omitted
‎[29/12/24, 2:04:11 AM] Aman: ‎image omitted
‎[29/12/24, 2:26:23 AM] Aman: ‎image omitted
‎[29/12/24, 2:27:36 AM] O2: ‎image omitted
[29/12/24, 1:50:18 PM] Aman: ‎Video call, ‎No answer
[29/12/24, 2:06:20 PM] O2: ‎Video call, ‎1 hr
‎[29/12/24, 3:20:38 PM] Aman: ‎image omitted
‎[29/12/24, 3:32:17 PM] Aman: ‎image omitted
[29/12/24, 9:47:21 PM] O2: ‎Missed video call, ‎Click to call back
[29/12/24, 9:47:48 PM] Aman: ‎Video call, ‎2 hr
[29/12/24, 11:46:35 PM] O2: ja rhi hu mai
[29/12/24, 11:48:36 PM] Aman: kha?
[29/12/24, 11:58:39 PM] Aman: hello?
[30/12/24, 12:43:46 AM] O2: ‎Missed video call, ‎Click to call back
[30/12/24, 12:44:07 AM] O2: ?
[30/12/24, 12:44:09 AM] Aman: 1 min
[30/12/24, 12:46:48 AM] Aman: ‎Video call, ‎15 min
[30/12/24, 1:02:26 AM] Aman: ‎Video call, ‎2 min
[30/12/24, 1:04:59 AM] Aman: ‎Video call, ‎No answer
[30/12/24, 1:04:33 AM] O2: call pr hi krte h
[30/12/24, 1:05:30 AM] Aman: ‎Video call, ‎10 sec
[30/12/24, 1:05:57 AM] O2: ‎Video call, ‎9 min
[30/12/24, 9:58:05 PM] O2: ‎Video call, ‎2 hr
‎[31/12/24, 12:13:14 AM] O2: ‎image omitted
‎[31/12/24, 12:13:14 AM] O2: ‎image omitted
‎[31/12/24, 12:13:15 AM] O2: ‎image omitted
‎[31/12/24, 12:13:15 AM] O2: ‎image omitted
‎[31/12/24, 12:13:15 AM] O2: ‎image omitted
‎[31/12/24, 12:13:16 AM] O2: ‎image omitted
‎[31/12/24, 12:13:16 AM] O2: ‎image omitted
‎[31/12/24, 12:13:20 AM] O2: ‎image omitted
‎[31/12/24, 12:13:21 AM] O2: ‎image omitted
‎[31/12/24, 12:13:21 AM] O2: ‎image omitted
‎[31/12/24, 12:13:21 AM] O2: ‎image omitted
‎[31/12/24, 12:13:22 AM] O2: ‎image omitted
‎[31/12/24, 12:13:22 AM] O2: ‎image omitted
‎[31/12/24, 12:13:23 AM] O2: ‎image omitted
‎[31/12/24, 12:13:23 AM] O2: ‎image omitted
‎[31/12/24, 12:13:23 AM] O2: ‎image omitted
‎[31/12/24, 12:13:24 AM] O2: ‎image omitted
‎[31/12/24, 12:13:24 AM] O2: ‎image omitted
‎[31/12/24, 12:13:25 AM] O2: ‎image omitted
‎[31/12/24, 12:13:25 AM] O2: ‎image omitted
‎[31/12/24, 12:13:26 AM] O2: ‎image omitted
‎[31/12/24, 12:13:26 AM] O2: ‎image omitted
‎[31/12/24, 12:13:27 AM] O2: ‎image omitted
‎[31/12/24, 12:13:27 AM] O2: ‎image omitted
‎[31/12/24, 12:13:28 AM] O2: ‎image omitted
‎[31/12/24, 12:13:28 AM] O2: ‎image omitted
