[25/04/24, 18:52:55] O2: Shsus
[19/12/24, 12:13:51] O2: ‎Missed video call, ‎Click to call back
[19/12/24, 12:16:21] Aman: ‎Video call, ‎22 min
[20/12/24, 00:25:49] Aman: ‎Video call, ‎No answer
[20/12/24, 00:26:45] Aman: ‎Video call, ‎No answer
[20/12/24, 00:34:06] Aman: ‎Video call, ‎16 min
[20/12/24, 00:50:58] O2: ‎Video call, ‎1 hr
‎[20/12/24, 01:43:34] O2: ‎image omitted
‎[20/12/24, 02:07:04] Aman: ‎image omitted
[20/12/24, 14:04:21] Aman: ‎Video call, ‎No answer
[20/12/24, 22:59:33] O2: ‎Video call, ‎2 hr
[21/12/24, 01:02:05] Aman: Truth or dare
[21/12/24, 01:02:32] Aman: Pending question: How much you are open to me
[21/12/24, 01:02:58] Aman: Shy : not one bit 
Kyu hi hogi ‎<This message was edited>
[21/12/24, 01:03:07] Aman: Cheese share karna: yet to know
[21/12/24, 01:32:58] Aman: ‎Video call, ‎No answer
[21/12/24, 01:34:03] Aman: ‎Video call, ‎1 min
[21/12/24, 01:34:26] Aman: hello
[21/12/24, 01:34:39] O2: ‎Missed video call, ‎Click to call back
[21/12/24, 01:35:56] O2: ‎Missed video call, ‎Click to call back
[21/12/24, 01:36:00] Aman: ‎Video call, ‎44 sec
[21/12/24, 01:36:33] O2: ‎Missed video call, ‎Click to call back
[21/12/24, 01:36:53] Aman: ‎Video call, ‎22 min
[21/12/24, 15:05:21] O2: ‎Missed video call, ‎Click to call back
[21/12/24, 15:05:46] Aman: ‎Video call, ‎22 min
[21/12/24, 15:28:22] O2: ‎Video call, ‎41 min
[21/12/24, 16:13:44] O2: ‎Voice call, ‎24 sec
[21/12/24, 16:14:29] O2: ‎Video call, ‎5 min
[21/12/24, 16:19:56] Aman: ‎Video call, ‎2 hr
[21/12/24, 17:57:56] Aman: ‎Video call, ‎No answer
[21/12/24, 17:58:06] Aman: ‎Video call, ‎2 min
[21/12/24, 18:00:48] Aman: ‎Video call, ‎No answer
[21/12/24, 18:01:09] Aman: sorry
[21/12/24, 18:01:35] Aman: 🥺
[21/12/24, 18:01:43] Aman: 🥺🥺
[21/12/24, 18:01:54] Aman: ‎Video call, ‎21 min
[21/12/24, 18:02:25] Aman: kya hua babu?🥺
[21/12/24, 18:23:05] O2: ‎Video call, ‎8 min
[21/12/24, 21:49:12] O2: ‎Video call, ‎57 sec
[21/12/24, 22:40:23] O2: ‎Video call, ‎10 min
[21/12/24, 22:54:55] Aman: ‎Video call, ‎47 min
[21/12/24, 23:42:33] O2: ‎Video call, ‎1 hr
‎[22/12/24, 00:15:39] O2: ‎image omitted
[22/12/24, 01:12:34] O2: ‎Video call, ‎1 hr
‎[22/12/24, 02:16:05] O2: ‎image omitted
‎[22/12/24, 02:23:04] O2: ‎image omitted
[22/12/24, 21:49:51] O2: ‎Missed video call, ‎Click to call back
[22/12/24, 21:59:33] Aman: ‎Video call, ‎42 min
[22/12/24, 23:46:54] Aman: ‎Video call, ‎6 min
[22/12/24, 23:53:49] O2: ‎Video call, ‎3 hr
‎[23/12/24, 00:20:12] Aman: ‎image omitted
[23/12/24, 03:15:08] Aman: ‎Video call, ‎1 min
[23/12/24, 11:16:43] Aman: ‎Video call, ‎No answer
[23/12/24, 10:41:28] O2: ‎Missed video call, ‎Click to call back
[23/12/24, 11:18:29] Aman: ‎Video call, ‎45 min
[23/12/24, 14:04:54] Aman: ‎Video call, ‎No answer
[23/12/24, 22:11:24] O2: ‎Missed video call, ‎Click to call back
[23/12/24, 22:30:54] Aman: ‎Video call, ‎1 hr
[23/12/24, 23:35:55] Aman: ‎Video call, ‎3 hr
[24/12/24, 21:40:09] Aman: ‎Video call, ‎5 min
[24/12/24, 21:53:55] O2: Laxmi aa gyi
[24/12/24, 21:53:59] O2: thoda time lgega
[24/12/24, 21:54:12] Aman: Ok
[24/12/24, 22:42:59] O2: ‎Video call, ‎40 min
‎[24/12/24, 23:22:32] Aman: ‎image omitted
[25/12/24, 00:25:39] O2: ‎Video call, ‎11 min
[25/12/24, 00:37:28] O2: ‎Video call, ‎7 min
[25/12/24, 00:45:06] O2: ‎Video call, ‎3 min
[25/12/24, 00:48:56] Aman: ‎Video call, ‎No answer
[25/12/24, 00:48:32] O2: ‎Missed video call, ‎Click to call back
[25/12/24, 00:49:10] O2: ‎Video call, ‎29 min
[25/12/24, 01:18:50] O2: ‎Missed video call, ‎Click to call back
[25/12/24, 01:19:41] O2: ‎Video call, ‎47 min
[25/12/24, 23:48:21] Aman: ‎Video call, ‎No answer
[25/12/24, 23:49:05] O2: ‎Video call, ‎Ended
[25/12/24, 23:49:24] Aman: ‎Video call, ‎15 sec
[25/12/24, 23:49:59] O2: ‎Video call, ‎38 sec
[25/12/24, 23:54:21] O2: ‎Video call, ‎10 min
[25/12/24, 23:59:50] O2: ‎Missed video call, ‎Click to call back
[26/12/24, 00:05:50] Aman: ‎Video call, ‎10 min
[26/12/24, 00:16:13] Aman: ‎Video call, ‎No answer
[26/12/24, 00:15:58] O2: ‎Missed video call, ‎Click to call back
[26/12/24, 00:16:33] Aman: ‎Video call, ‎2 min
[26/12/24, 00:19:10] O2: ‎Video call, ‎3 min
[26/12/24, 00:22:13] Aman: ‎Video call, ‎1 hr
[26/12/24, 22:27:55] Aman: ‎Video call, ‎2 hr
[27/12/24, 00:05:15] Aman: ?
[27/12/24, 00:08:29] Aman: ‎Video call, ‎2 hr
[27/12/24, 09:18:33] Aman: ‎Video call, ‎No answer
[27/12/24, 09:19:44] Aman: ‎Video call, ‎5 min
[27/12/24, 09:25:13] O2: ‎Video call, ‎38 min
[27/12/24, 10:06:14] O2: ‎Video call, ‎53 min
[27/12/24, 13:48:21] Aman: ‎Video call, ‎48 min
[27/12/24, 21:42:49] Aman: ‎Video call, ‎1 min
[27/12/24, 21:44:52] O2: ‎Video call, ‎17 min
[27/12/24, 22:21:13] O2: ‎Video call, ‎Answered on other device
[27/12/24, 22:23:20] Aman: ‎Video call, ‎12 min
[27/12/24, 22:56:25] Aman: ‎Voice call, ‎No answer
[27/12/24, 22:56:39] O2: ‎Voice call, ‎28 min
[27/12/24, 23:25:03] O2: ‎Missed voice call, ‎Click to call back
[27/12/24, 23:25:21] Aman: ‎Video call, ‎No answer
[27/12/24, 23:25:23] O2: ‎Video call, ‎1 hr
[28/12/24, 00:33:16] Aman: ‎Video call, ‎No answer
[28/12/24, 00:33:15] O2: ‎Video call, ‎41 min
[28/12/24, 01:14:49] Aman: ‎Video call, ‎6 min
[28/12/24, 09:17:53] Aman: ‎Video call, ‎1 sec
[28/12/24, 20:48:34] Aman: ‎Video call, ‎45 min
[28/12/24, 21:35:58] O2: ‎Video call, ‎25 min
[28/12/24, 23:04:17] Aman: ‎Video call, ‎No answer
[28/12/24, 23:05:54] Aman: ‎Video call, ‎2 min
[28/12/24, 23:08:28] Aman: ‎Video call, ‎7 min
[28/12/24, 23:15:30] Aman: ‎Video call, ‎20 sec
[28/12/24, 23:16:14] Aman: ‎Video call, ‎5 min
[28/12/24, 23:21:17] Aman: ‎Video call, ‎55 sec
[28/12/24, 23:22:30] O2: ‎Video call, ‎Ended
[28/12/24, 23:22:59] O2: ‎Video call, ‎Ended
[29/12/24, 00:15:10] O2: ‎Video call, ‎3 hr
‎[29/12/24, 01:53:14] Aman: ‎image omitted
‎[29/12/24, 01:55:16] Aman: ‎image omitted
‎[29/12/24, 01:55:58] Aman: ‎image omitted
‎[29/12/24, 01:58:52] Aman: ‎image omitted
‎[29/12/24, 02:03:01] Aman: ‎image omitted
‎[29/12/24, 02:04:11] Aman: ‎image omitted
‎[29/12/24, 02:26:23] Aman: ‎image omitted
‎[29/12/24, 02:27:36] O2: ‎image omitted
[29/12/24, 13:50:17] Aman: ‎Video call, ‎No answer
[29/12/24, 14:06:20] O2: ‎Video call, ‎1 hr
‎[29/12/24, 15:20:37] Aman: ‎image omitted
‎[29/12/24, 15:32:17] Aman: ‎image omitted
[29/12/24, 21:47:21] O2: ‎Missed video call, ‎Click to call back
[29/12/24, 21:47:47] Aman: ‎Video call, ‎2 hr
[29/12/24, 23:46:35] O2: ja rhi hu mai
[29/12/24, 23:48:36] Aman: kha?
[29/12/24, 23:58:39] Aman: hello?
[30/12/24, 00:43:46] O2: ‎Missed video call, ‎Click to call back
[30/12/24, 00:44:07] O2: ?
[30/12/24, 00:44:09] Aman: 1 min
[30/12/24, 00:46:48] Aman: ‎Video call, ‎15 min
[30/12/24, 01:02:26] Aman: ‎Video call, ‎2 min
[30/12/24, 01:04:58] Aman: ‎Video call, ‎No answer
[30/12/24, 01:04:33] O2: call pr hi krte h
[30/12/24, 01:05:30] Aman: ‎Video call, ‎10 sec
[30/12/24, 01:05:57] O2: ‎Video call, ‎9 min
[30/12/24, 21:58:05] O2: ‎Video call, ‎2 hr
‎[31/12/24, 00:13:14] O2: ‎image omitted
‎[31/12/24, 00:13:14] O2: ‎image omitted
‎[31/12/24, 00:13:15] O2: ‎image omitted
‎[31/12/24, 00:13:15] O2: ‎image omitted
‎[31/12/24, 00:13:15] O2: ‎image omitted
‎[31/12/24, 00:13:16] O2: ‎image omitted
‎[31/12/24, 00:13:16] O2: ‎image omitted
‎[31/12/24, 00:13:20] O2: ‎image omitted
‎[31/12/24, 00:13:21] O2: ‎image omitted
‎[31/12/24, 00:13:21] O2: ‎image omitted
‎[31/12/24, 00:13:21] O2: ‎image omitted
‎[31/12/24, 00:13:22] O2: ‎image omitted
‎[31/12/24, 00:13:22] O2: ‎image omitted
‎[31/12/24, 00:13:23] O2: ‎image omitted
‎[31/12/24, 00:13:23] O2: ‎image omitted
‎[31/12/24, 00:13:23] O2: ‎image omitted
‎[31/12/24, 00:13:24] O2: ‎image omitted
‎[31/12/24, 00:13:24] O2: ‎image omitted
‎[31/12/24, 00:13:25] O2: ‎image omitted
‎[31/12/24, 00:13:25] O2: ‎image omitted
‎[31/12/24, 00:13:26] O2: ‎image omitted
‎[31/12/24, 00:13:26] O2: ‎image omitted
‎[31/12/24, 00:13:27] O2: ‎image omitted
‎[31/12/24, 00:13:27] O2: ‎image omitted
‎[31/12/24, 00:13:28] O2: ‎image omitted
‎[31/12/24, 00:13:28] O2: ‎image omitted
‎[31/12/24, 00:13:28] O2: ‎image omitted
‎[31/12/24, 00:13:29] O2: ‎image omitted
‎[31/12/24, 00:13:29] O2: ‎image omitted
‎[31/12/24, 00:13:30] O2: ‎image omitted
‎[31/12/24, 00:13:30] O2: ‎image omitted
‎[31/12/24, 00:13:31] O2: ‎image omitted
‎[31/12/24, 00:13:31] O2: ‎image omitted
‎[31/12/24, 00:13:31] O2: ‎image omitted
‎[31/12/24, 00:13:32] O2: ‎image omitted
‎[31/12/24, 00:13:32] O2: ‎image omitted
[31/12/24, 00:13:40] O2: ‎Missed video call, ‎Click to call back
[31/12/24, 00:14:56] Aman: ‎Video call, ‎18 min
[31/12/24, 00:37:33] Aman: ‎Video call, ‎27 min
[31/12/24, 01:04:46] Aman: ‎Video call, ‎7 min
[31/12/24, 01:12:06] Aman: ‎Video call, ‎No answer
[31/12/24, 01:13:36] O2: 2 min
[31/12/24, 01:16:46] O2: ‎Video call, ‎7 min
[31/12/24, 11:29:14] Aman: ‎Video call, ‎No answer
[31/12/24, 11:28:08] O2: ‎Missed video call, ‎Click to call back
[31/12/24, 11:29:49] O2: ‎Video call, ‎1 min
[31/12/24, 11:31:16] O2: ‎Video call, ‎20 min
[31/12/24, 12:11:57] Aman: ‎Video call, ‎No answer
[31/12/24, 13:54:40] Aman: ‎Video call, ‎32 min
[31/12/24, 14:26:56] O2: ‎Missed video call, ‎Click to call back
[31/12/24, 14:27:23] Aman: ‎Video call, ‎No answer
[31/12/24, 14:27:53] O2: ‎Video call, ‎56 min
[31/12/24, 15:24:05] O2: ‎Video call, ‎27 min
[31/12/24, 18:23:49] Aman: ‎Video call, ‎No answer
[31/12/24, 18:24:00] Aman: ‎Video call, ‎No answer
[31/12/24, 18:24:22] O2: Mumma h call pr
[31/12/24, 18:24:35] Aman: Ok
[31/12/24, 18:35:57] O2: ‎Video call, ‎16 min
‎[31/12/24, 18:37:37] O2: ‎image omitted
[31/12/24, 18:52:08] O2: ‎Video call, ‎1 hr
‎[31/12/24, 19:02:05] Aman: ‎image omitted
[31/12/24, 21:58:43] Aman: ‎Video call, ‎No answer
[31/12/24, 22:44:11] O2: ‎Missed video call, ‎Click to call back
[31/12/24, 22:44:21] Aman: bus 2 min
[31/12/24, 22:44:30] O2: Kyu
[31/12/24, 22:44:42] O2: Djsjs
[31/12/24, 22:44:45] O2: Zmziisns
[31/12/24, 22:44:47] O2: Husbsn
[31/12/24, 22:44:49] O2: Leosknsx
[31/12/24, 22:44:51] O2: Zmzi
[31/12/24, 22:44:53] O2: Wiwinw
[31/12/24, 22:44:55] O2: Sisns
[31/12/24, 22:44:57] O2: Sksiis
[31/12/24, 22:44:59] O2: Skenns
[31/12/24, 22:45:01] O2: Snskjs
[31/12/24, 22:45:02] O2: Lu
[31/12/24, 22:45:04] O2: Snske
[31/12/24, 22:45:07] O2: Love u
[31/12/24, 22:45:09] O2: Skwins
[31/12/24, 22:45:11] O2: Nsjiskw
[31/12/24, 22:45:13] O2: Snskjs
[31/12/24, 22:45:15] O2: Snskjshs
[31/12/24, 22:45:16] O2: Nsjwow
[31/12/24, 22:45:18] O2: Kakhshd
[31/12/24, 22:45:22] O2: Skskjsloveyou
[31/12/24, 22:45:24] O2: Shshsh
[31/12/24, 22:45:26] O2: Msggsh
[31/12/24, 22:45:28] O2: Sjsiisns
[31/12/24, 22:45:30] O2: Zksiw
[31/12/24, 22:45:32] O2: Nabshs
[31/12/24, 22:45:36] Aman: 1 min bus
[31/12/24, 22:45:50] O2: .
[31/12/24, 22:46:03] O2: kIns
[31/12/24, 22:46:06] O2: Aowbbsoz
[31/12/24, 22:46:08] O2: Neizksmz
[31/12/24, 22:46:10] O2: Zoeiwne
[31/12/24, 22:48:55] Aman: ‎Video call, ‎2 sec
[31/12/24, 22:49:20] O2: ‎Missed video call, ‎Click to call back
[31/12/24, 22:49:34] O2: ‎Voice call, ‎7 min
[31/12/24, 22:57:04] Aman: ‎Video call, ‎1 sec
[31/12/24, 22:57:28] O2: ‎Video call, ‎1 hr
[01/01/25, 00:22:48] Aman: ‎Video call, ‎No answer
[01/01/25, 00:24:08] Aman: ‎Video call, ‎No answer
[01/01/25, 00:27:49] O2: ‎Missed video call, ‎Click to call back
[01/01/25, 00:28:26] Aman: ‎Video call, ‎1 sec
[01/01/25, 00:28:39] O2: ‎Video call, ‎9 min
[01/01/25, 00:37:20] Aman: ‎Video call, ‎1 sec
[01/01/25, 00:37:40] O2: ‎Video call, ‎16 sec
[01/01/25, 00:38:07] Aman: ‎Video call, ‎2 sec
[01/01/25, 00:38:09] O2: ‎Missed video call, ‎Click to call back
[01/01/25, 00:38:22] O2: ‎Video call, ‎5 sec
[01/01/25, 00:38:40] Aman: ‎Video call, ‎3 min
[01/01/25, 00:41:48] Aman: ‎Video call, ‎No answer
[01/01/25, 00:43:29] Aman: ‎Video call, ‎33 min
[01/01/25, 01:16:45] O2: ‎Missed video call, ‎Click to call back
[01/01/25, 01:22:30] O2: ‎Video call, ‎20 sec
[01/01/25, 01:25:53] Aman: ‎Video call, ‎No answer
[01/01/25, 01:26:37] Aman: hello
[01/01/25, 01:27:46] O2: ‎Video call, ‎8 min
[01/01/25, 01:41:04] O2: ‎Video call, ‎19 min
[01/01/25, 01:59:57] Aman: ‎Video call, ‎No answer
[01/01/25, 02:00:07] O2: good night
[01/01/25, 02:00:21] Aman: ‎Video call, ‎1 sec
[01/01/25, 02:00:51] Aman: sun toh lo at least
[01/01/25, 02:00:54] Aman: ‎Video call, ‎No answer
[01/01/25, 02:01:57] Aman: ‎Video call, ‎1 sec
[01/01/25, 02:02:04] Aman: hello
[01/01/25, 02:02:07] Aman: plz
[01/01/25, 02:02:12] Aman: sun toh lo
[01/01/25, 02:02:16] Aman: ek baar
[01/01/25, 02:02:32] Aman: ‎Video call, ‎No answer
[01/01/25, 02:02:55] Aman: ‎Video call, ‎No answer
[01/01/25, 02:03:06] Aman: ‎Video call, ‎No answer
[01/01/25, 02:03:19] Aman: ‎Video call, ‎No answer
[01/01/25, 02:03:25] Aman: hello
[01/01/25, 02:03:32] Aman: ‎Video call, ‎No answer
[01/01/25, 02:03:46] Aman: ‎Video call, ‎No answer
[01/01/25, 02:03:57] Aman: ‎Video call, ‎No answer
[01/01/25, 02:04:15] Aman: ‎Video call, ‎No answer
[01/01/25, 02:04:25] Aman: ‎Video call, ‎No answer
[01/01/25, 02:04:35] Aman: ‎Video call, ‎2 sec
[01/01/25, 02:04:47] Aman: ‎Video call, ‎No answer
[01/01/25, 02:04:57] Aman: ‎Video call, ‎No answer
[01/01/25, 02:05:06] Aman: ‎Video call, ‎No answer
[01/01/25, 02:05:18] O2: Voice call pr sunao
[01/01/25, 02:05:28] Aman: ‎Voice call, ‎No answer
[01/01/25, 02:05:38] Aman: ‎Voice call, ‎No answer
[01/01/25, 02:05:47] Aman: ‎Voice call, ‎No answer
[01/01/25, 02:05:47] O2: ‎Video call, ‎12 min
[01/01/25, 15:44:41] Aman: sune jaa rhiu?
[01/01/25, 17:09:33] O2: Uth gyi ‎<This message was edited>
[01/01/25, 17:36:54] Aman: Ok
[01/01/25, 21:31:36] O2: https://www.flipkart.com/tandul-regular-fit-women-black-trousers/p/itm722cce94f7ba6?pid=TROGZRY4C5PYQPNH&lid=LSTTROGZRY4C5PYQPNHCPYOLF&marketplace=FLIPKART
[01/01/25, 21:33:09] Aman: Same hi date h
[01/01/25, 21:44:49] O2: ok
[01/01/25, 22:34:08] O2: ‎Video call, ‎Answered on other device
[01/01/25, 22:36:29] Aman: ‎Video call, ‎1 hr
[01/01/25, 23:39:48] O2: ‎Video call, ‎32 min
[02/01/25, 00:11:32] Aman: ‎Video call, ‎3 min
[02/01/25, 21:30:10] Aman: ‎Video call, ‎2 min
[02/01/25, 21:32:36] Aman: ‎Video call, ‎29 min
[02/01/25, 21:34:45] Aman: Dekho agar tumne kuch bhi bola h abhi tak
[02/01/25, 21:34:55] Aman: Toh sunai nhi pada h
[02/01/25, 21:35:08] Aman: Aur tumhari ek dam awaaz nhi aa rhi h
[02/01/25, 21:35:14] Aman: Kya hua ?
[02/01/25, 21:35:22] Aman: Naraz ho gyi kya?
[02/01/25, 21:35:30] Aman: 😥
[02/01/25, 21:35:32] Aman: Babu
[02/01/25, 21:35:36] Aman: 🥺🥺🥺
[02/01/25, 21:35:41] Aman: Bolo toh kuch
‎[02/01/25, 21:37:32] O2: ‎image omitted
[02/01/25, 22:03:21] O2: ‎Missed video call, ‎Click to call back
[02/01/25, 22:03:45] Aman: ‎Video call, ‎No answer
[02/01/25, 22:04:00] O2: ‎Missed video call, ‎Click to call back
[02/01/25, 22:04:39] Aman: ‎Video call, ‎2 min
[02/01/25, 22:06:57] Aman: ‎Video call, ‎6 min
[02/01/25, 22:15:08] O2: ‎Video call, ‎17 min
[02/01/25, 23:32:25] O2: ‎Video call, ‎22 min
[03/01/25, 00:00:20] O2: ‎Video call, ‎41 min
[03/01/25, 00:43:40] Aman: ‎Video call, ‎7 min
[03/01/25, 00:50:41] O2: ‎Missed video call, ‎Click to call back
[03/01/25, 00:50:50] Aman: ‎Video call, ‎2 min
[03/01/25, 00:53:23] Aman: ‎Video call, ‎7 min
[03/01/25, 01:00:57] Aman: ‎Video call, ‎No answer
[03/01/25, 01:01:26] Aman: ‎Video call, ‎No answer
[03/01/25, 22:00:39] Aman: ‎Video call, ‎45 min
[03/01/25, 22:46:06] Aman: ‎Video call, ‎49 min
[03/01/25, 23:35:56] O2: ‎Video call, ‎1 hr
[04/01/25, 00:49:07] O2: ‎Missed video call, ‎Click to call back
[04/01/25, 00:49:31] Aman: ‎Video call, ‎3 sec
[04/01/25, 00:49:45] O2: ‎Missed video call, ‎Click to call back
[04/01/25, 00:49:59] O2: ‎Video call, ‎37 min
[05/01/25, 00:58:37] Aman: ‎Video call, ‎No answer
[05/01/25, 00:59:33] Aman: ‎Video call, ‎5 sec
[05/01/25, 01:04:21] Aman: ?
[05/01/25, 01:09:07] O2: ‎Video call, ‎1 hr
[05/01/25, 22:14:45] Aman: ‎Video call, ‎No answer
[05/01/25, 22:16:03] Aman: /
[05/01/25, 22:22:29] Aman: kya hua>
[05/01/25, 22:25:27] O2: ‎Video call, ‎1 hr
[05/01/25, 23:42:18] Aman: ‎Video call, ‎17 min
[06/01/25, 00:06:04] O2: ‎Missed video call, ‎Click to call back
[06/01/25, 00:11:17] Aman: ‎Video call, ‎31 min
[06/01/25, 20:52:02] Aman: ‎Video call, ‎3 min
[06/01/25, 20:56:04] O2: ‎Video call, ‎36 min
[06/01/25, 21:44:12] O2: ‎Video call, ‎4 hr
[08/01/25, 00:50:26] Aman: ‎Video call, ‎No answer
[08/01/25, 00:52:03] Aman: ‎Video call, ‎No answer
[08/01/25, 00:52:53] O2: ?
[08/01/25, 00:53:38] Aman: kya hua?
[08/01/25, 00:54:43] Aman: ‎Video call, ‎22 min
[08/01/25, 01:17:17] Aman: ‎Video call, ‎No answer
[08/01/25, 01:17:19] O2: ‎Video call, ‎23 min
[08/01/25, 22:47:29] Aman: ‎Video call, ‎1 hr
[09/01/25, 00:17:52] Aman: ‎Video call, ‎No answer
[09/01/25, 00:18:15] O2: ‎Missed video call, ‎Click to call back
[09/01/25, 00:18:44] O2: ‎Video call, ‎Answered on other device
